wd	ms	distance	reddening	obs_u	obs_g	obs_r	obs_i	model_u	model_g	model_r	model_i	E(B-V)	Iexcess	comp_spectype	avg_diff
K2	F5	900.0	0.8	14.918	14.269	13.336	12.888	17.324	16.621	15.165	14.388	1.87	-0.329	-	2.022	
F5	F5	900.0	1.0	14.918	14.269	13.336	12.888	17.596	16.675	15.054	14.175	2.053	-0.361	-	2.022	
F5	M4	1000.0	0.7	14.918	14.269	13.336	12.888	17.125	16.578	15.249	14.552	1.74	-0.323	-	2.023	
M4	F5	1000.0	0.7	14.918	14.269	13.336	12.888	17.125	16.578	15.249	14.552	1.74	-0.323	-	2.023	
F0	K5	1200.0	0.8	14.918	14.269	13.336	12.888	17.089	16.589	15.267	14.559	1.701	-0.255	-	2.023	
K5	F0	1200.0	0.8	14.918	14.269	13.336	12.888	17.089	16.589	15.267	14.559	1.701	-0.255	-	2.023	
A0	K2	800.0	1.7	14.918	14.269	13.336	12.888	18.111	16.821	14.858	13.719	2.36	-0.262	-	2.025	
K2	A0	800.0	1.7	14.918	14.269	13.336	12.888	18.111	16.821	14.858	13.719	2.36	-0.262	-	2.025	
B5	F0	1300.0	2.0	14.918	14.269	13.336	12.888	18.161	16.865	14.846	13.639	2.365	-0.146	-	2.025	
F0	B5	1300.0	2.0	14.918	14.269	13.336	12.888	18.161	16.865	14.846	13.639	2.365	-0.146	-	2.025	
B5	A0	1300.0	0.8	14.918	14.269	13.336	12.888	12.241	12.429	11.558	11.078	1.128	0.005	A0V	2.026	
A0	B5	1300.0	0.8	14.918	14.269	13.336	12.888	12.241	12.429	11.558	11.078	1.128	0.005	A0V	2.026	
B8	B8	1000.0	0.8	14.918	14.269	13.336	12.888	12.425	12.448	11.476	10.95	1.265	-0.072	-	2.028	
A0	F5	1300.0	1.4	14.918	14.269	13.336	12.888	17.667	16.74	15.042	14.075	2.057	-0.203	-	2.028	
F5	A0	1300.0	1.4	14.918	14.269	13.336	12.888	17.667	16.74	15.042	14.075	2.057	-0.203	-	2.028	
B5	B5	800.0	1.3	14.918	14.269	13.336	12.888	12.972	12.588	11.251	10.485	1.605	-0.023	-	2.029	
A0	K5	800.0	1.7	14.918	14.269	13.336	12.888	18.113	16.826	14.865	13.727	2.358	-0.263	-	2.03	
K5	A0	800.0	1.7	14.918	14.269	13.336	12.888	18.113	16.826	14.865	13.727	2.358	-0.263	-	2.03	
A0	G0	700.0	1.8	14.918	14.269	13.336	12.888	18.293	16.861	14.794	13.586	2.478	-0.283	-	2.031	
G0	A0	700.0	1.8	14.918	14.269	13.336	12.888	18.293	16.861	14.794	13.586	2.478	-0.283	-	2.031	
B5	B8	1200.0	0.9	14.918	14.269	13.336	12.888	12.397	12.457	11.484	10.945	1.234	-0.007	-	2.032	
B8	B5	1200.0	0.9	14.918	14.269	13.336	12.888	12.397	12.457	11.484	10.945	1.234	-0.007	-	2.032	
B5	F0	900.0	1.0	14.918	14.269	13.336	12.888	12.511	12.488	11.437	10.847	1.305	0.006	A2V	2.032	
F0	B5	900.0	1.0	14.918	14.269	13.336	12.888	12.511	12.488	11.437	10.847	1.305	0.006	A2V	2.032	
A0	M0	800.0	1.7	14.918	14.269	13.336	12.888	18.113	16.827	14.869	13.732	2.357	-0.264	-	2.033	
M0	A0	800.0	1.7	14.918	14.269	13.336	12.888	18.113	16.827	14.869	13.732	2.357	-0.264	-	2.033	
A0	M2	800.0	1.7	14.918	14.269	13.336	12.888	18.114	16.828	14.87	13.735	2.356	-0.265	-	2.034	
M2	A0	800.0	1.7	14.918	14.269	13.336	12.888	18.114	16.828	14.87	13.735	2.356	-0.265	-	2.034	
A0	M4	800.0	1.7	14.918	14.269	13.336	12.888	18.114	16.828	14.871	13.736	2.356	-0.266	-	2.034	
M4	A0	800.0	1.7	14.918	14.269	13.336	12.888	18.114	16.828	14.871	13.736	2.356	-0.266	-	2.034	
F0	F5	600.0	1.4	14.918	14.269	13.336	12.888	18.105	16.797	14.869	13.784	2.375	-0.377	-	2.036	
F5	F0	600.0	1.4	14.918	14.269	13.336	12.888	18.105	16.797	14.869	13.784	2.375	-0.377	-	2.036	
F0	M0	1200.0	0.8	14.918	14.269	13.336	12.888	17.094	16.6	15.285	14.581	1.696	-0.258	-	2.037	
M0	F0	1200.0	0.8	14.918	14.269	13.336	12.888	17.094	16.6	15.285	14.581	1.696	-0.258	-	2.037	
B5	F5	1300.0	2.0	14.918	14.269	13.336	12.888	18.168	16.877	14.861	13.656	2.361	-0.145	-	2.037	
F5	B5	1300.0	2.0	14.918	14.269	13.336	12.888	18.168	16.877	14.861	13.656	2.361	-0.145	-	2.037	
B5	M4	1200.0	0.8	14.918	14.269	13.336	12.888	12.175	12.404	11.568	11.109	1.094	0.006	A2V	2.039	
M4	B5	1200.0	0.8	14.918	14.269	13.336	12.888	12.175	12.404	11.568	11.109	1.094	0.006	A2V	2.039	
B5	M2	1200.0	0.8	14.918	14.269	13.336	12.888	12.175	12.404	11.568	11.109	1.094	0.006	A2V	2.039	
M2	B5	1200.0	0.8	14.918	14.269	13.336	12.888	12.175	12.404	11.568	11.109	1.094	0.006	A2V	2.039	
B5	M0	1200.0	0.8	14.918	14.269	13.336	12.888	12.175	12.404	11.568	11.108	1.094	0.007	A2V	2.039	
M0	B5	1200.0	0.8	14.918	14.269	13.336	12.888	12.175	12.404	11.568	11.108	1.094	0.007	A2V	2.039	
B5	K5	1200.0	0.8	14.918	14.269	13.336	12.888	12.175	12.404	11.567	11.107	1.094	0.007	A2V	2.04	
K5	B5	1200.0	0.8	14.918	14.269	13.336	12.888	12.175	12.404	11.567	11.107	1.094	0.007	A2V	2.04	
A0	F0	1000.0	1.6	14.918	14.269	13.336	12.888	18.007	16.813	14.921	13.83	2.28	-0.25	-	2.04	
F0	A0	1000.0	1.6	14.918	14.269	13.336	12.888	18.007	16.813	14.921	13.83	2.28	-0.25	-	2.04	
B5	K2	1200.0	0.8	14.918	14.269	13.336	12.888	12.174	12.403	11.566	11.105	1.094	0.008	A2V	2.04	
K2	B5	1200.0	0.8	14.918	14.269	13.336	12.888	12.174	12.403	11.566	11.105	1.094	0.008	A2V	2.04	
B8	F5	900.0	1.9	14.918	14.269	13.336	12.888	18.265	16.879	14.822	13.607	2.44	-0.225	-	2.041	
F5	B8	900.0	1.9	14.918	14.269	13.336	12.888	18.265	16.879	14.822	13.607	2.44	-0.225	-	2.041	
A0	G0	1100.0	1.5	14.918	14.269	13.336	12.888	17.822	16.781	14.997	13.974	2.152	-0.217	-	2.041	
G0	A0	1100.0	1.5	14.918	14.269	13.336	12.888	17.822	16.781	14.997	13.974	2.152	-0.217	-	2.041	
G0	K2	600.0	0.8	14.918	14.269	13.336	12.888	17.63	16.679	15.064	14.206	2.077	-0.428	-	2.042	
K2	G0	600.0	0.8	14.918	14.269	13.336	12.888	17.63	16.679	15.064	14.206	2.077	-0.428	-	2.042	
B8	G0	1200.0	1.7	14.918	14.269	13.336	12.888	17.934	16.819	14.958	13.871	2.214	-0.178	-	2.043	
G0	B8	1200.0	1.7	14.918	14.269	13.336	12.888	17.934	16.819	14.958	13.871	2.214	-0.178	-	2.043	
A0	F0	800.0	0.5	14.918	14.269	13.336	12.888	12.187	12.364	11.553	11.135	1.138	-0.133	-	2.043	
F0	A0	800.0	0.5	14.918	14.269	13.336	12.888	12.187	12.364	11.553	11.135	1.138	-0.133	-	2.043	
F0	F0	800.0	1.3	14.918	14.269	13.336	12.888	17.885	16.765	14.972	13.97	2.218	-0.338	-	2.045	
B5	G0	1200.0	0.8	14.918	14.269	13.336	12.888	12.173	12.4	11.56	11.097	1.096	0.01	A2V	2.045	
G0	B5	1200.0	0.8	14.918	14.269	13.336	12.888	12.173	12.4	11.56	11.097	1.096	0.01	A2V	2.045	
F0	M2	1200.0	0.8	14.918	14.269	13.336	12.888	17.095	16.605	15.295	14.596	1.693	-0.263	-	2.045	
M2	F0	1200.0	0.8	14.918	14.269	13.336	12.888	17.095	16.605	15.295	14.596	1.693	-0.263	-	2.045	
A0	K2	600.0	1.9	14.918	14.269	13.336	12.888	18.454	16.901	14.751	13.488	2.579	-0.311	-	2.046	
K2	A0	600.0	1.9	14.918	14.269	13.336	12.888	18.454	16.901	14.751	13.488	2.579	-0.311	-	2.046	
F0	F5	700.0	1.3	14.918	14.269	13.336	12.888	17.956	16.777	14.944	13.92	2.268	-0.356	-	2.047	
F5	F0	700.0	1.3	14.918	14.269	13.336	12.888	17.956	16.777	14.944	13.92	2.268	-0.356	-	2.047	
B5	G0	1300.0	2.0	14.918	14.269	13.336	12.888	18.171	16.884	14.872	13.67	2.358	-0.146	-	2.047	
G0	B5	1300.0	2.0	14.918	14.269	13.336	12.888	18.171	16.884	14.872	13.67	2.358	-0.146	-	2.047	
F0	M4	1200.0	0.8	14.918	14.269	13.336	12.888	17.096	16.606	15.298	14.601	1.693	-0.265	-	2.047	
M4	F0	1200.0	0.8	14.918	14.269	13.336	12.888	17.096	16.606	15.298	14.601	1.693	-0.265	-	2.047	
G0	G0	1200.0	0.5	14.918	14.269	13.336	12.888	17.108	16.575	15.289	14.633	1.729	-0.388	-	2.049	
F5	K5	1200.0	0.6	14.918	14.269	13.336	12.888	17.02	16.579	15.33	14.678	1.652	-0.303	-	2.049	
K5	F5	1200.0	0.6	14.918	14.269	13.336	12.888	17.02	16.579	15.33	14.678	1.652	-0.303	-	2.049	
B8	M4	700.0	0.8	14.918	14.269	13.336	12.888	12.403	12.426	11.454	10.928	1.265	-0.072	-	2.05	
M4	B8	700.0	0.8	14.918	14.269	13.336	12.888	12.403	12.426	11.454	10.928	1.265	-0.072	-	2.05	
B8	M2	700.0	0.8	14.918	14.269	13.336	12.888	12.403	12.426	11.454	10.927	1.265	-0.071	-	2.05	
M2	B8	700.0	0.8	14.918	14.269	13.336	12.888	12.403	12.426	11.454	10.927	1.265	-0.071	-	2.05	
G0	K2	700.0	0.7	14.918	14.269	13.336	12.888	17.481	16.655	15.137	14.34	1.973	-0.415	-	2.05	
K2	G0	700.0	0.7	14.918	14.269	13.336	12.888	17.481	16.655	15.137	14.34	1.973	-0.415	-	2.05	
B8	M0	700.0	0.8	14.918	14.269	13.336	12.888	12.403	12.426	11.453	10.926	1.266	-0.07	-	2.051	
M0	B8	700.0	0.8	14.918	14.269	13.336	12.888	12.403	12.426	11.453	10.926	1.266	-0.07	-	2.051	
A0	K5	600.0	1.9	14.918	14.269	13.336	12.888	18.456	16.906	14.758	13.497	2.577	-0.312	-	2.052	
K5	A0	600.0	1.9	14.918	14.269	13.336	12.888	18.456	16.906	14.758	13.497	2.577	-0.312	-	2.052	
B5	K2	1300.0	2.0	14.918	14.269	13.336	12.888	18.173	16.888	14.879	13.678	2.356	-0.148	-	2.052	
K2	B5	1300.0	2.0	14.918	14.269	13.336	12.888	18.173	16.888	14.879	13.678	2.356	-0.148	-	2.052	
B8	K5	700.0	0.8	14.918	14.269	13.336	12.888	12.403	12.425	11.452	10.923	1.266	-0.07	-	2.052	
K5	B8	700.0	0.8	14.918	14.269	13.336	12.888	12.403	12.425	11.452	10.923	1.266	-0.07	-	2.052	
F0	F5	1100.0	1.0	14.918	14.269	13.336	12.888	17.485	16.688	15.143	14.302	1.949	-0.305	-	2.052	
F5	F0	1100.0	1.0	14.918	14.269	13.336	12.888	17.485	16.688	15.143	14.302	1.949	-0.305	-	2.052	
F0	K5	900.0	1.0	14.918	14.269	13.336	12.888	17.433	16.684	15.166	14.337	1.909	-0.278	-	2.052	
K5	F0	900.0	1.0	14.918	14.269	13.336	12.888	17.433	16.684	15.166	14.337	1.909	-0.278	-	2.052	
B5	K5	1300.0	2.0	14.918	14.269	13.336	12.888	18.173	16.889	14.88	13.68	2.355	-0.149	-	2.053	
K5	B5	1300.0	2.0	14.918	14.269	13.336	12.888	18.173	16.889	14.88	13.68	2.355	-0.149	-	2.053	
B5	M0	1300.0	2.0	14.918	14.269	13.336	12.888	18.173	16.889	14.88	13.681	2.355	-0.149	-	2.053	
M0	B5	1300.0	2.0	14.918	14.269	13.336	12.888	18.173	16.889	14.88	13.681	2.355	-0.149	-	2.053	
B5	M2	1300.0	2.0	14.918	14.269	13.336	12.888	18.173	16.889	14.881	13.682	2.355	-0.15	-	2.053	
M2	B5	1300.0	2.0	14.918	14.269	13.336	12.888	18.173	16.889	14.881	13.682	2.355	-0.15	-	2.053	
B5	M4	1300.0	2.0	14.918	14.269	13.336	12.888	18.173	16.889	14.881	13.682	2.355	-0.15	-	2.053	
M4	B5	1300.0	2.0	14.918	14.269	13.336	12.888	18.173	16.889	14.881	13.682	2.355	-0.15	-	2.053	
A0	M0	600.0	1.9	14.918	14.269	13.336	12.888	18.456	16.907	14.762	13.501	2.576	-0.313	-	2.054	
M0	A0	600.0	1.9	14.918	14.269	13.336	12.888	18.456	16.907	14.762	13.501	2.576	-0.313	-	2.054	
B5	F5	1200.0	0.8	14.918	14.269	13.336	12.888	12.17	12.393	11.548	11.083	1.099	0.012	A2V	2.054	
F5	B5	1200.0	0.8	14.918	14.269	13.336	12.888	12.17	12.393	11.548	11.083	1.099	0.012	A2V	2.054	
B8	K2	700.0	0.8	14.918	14.269	13.336	12.888	12.402	12.424	11.448	10.919	1.267	-0.069	-	2.055	
K2	B8	700.0	0.8	14.918	14.269	13.336	12.888	12.402	12.424	11.448	10.919	1.267	-0.069	-	2.055	
A0	M2	600.0	1.9	14.918	14.269	13.336	12.888	18.457	16.908	14.764	13.504	2.575	-0.314	-	2.055	
M2	A0	600.0	1.9	14.918	14.269	13.336	12.888	18.457	16.908	14.764	13.504	2.575	-0.314	-	2.055	
B8	M4	600.0	0.9	14.918	14.269	13.336	12.888	12.554	12.456	11.383	10.795	1.367	-0.076	-	2.056	
M4	B8	600.0	0.9	14.918	14.269	13.336	12.888	12.554	12.456	11.383	10.795	1.367	-0.076	-	2.056	
B8	M2	600.0	0.9	14.918	14.269	13.336	12.888	12.554	12.456	11.383	10.795	1.367	-0.075	-	2.056	
M2	B8	600.0	0.9	14.918	14.269	13.336	12.888	12.554	12.456	11.383	10.795	1.367	-0.075	-	2.056	
B5	A0	700.0	1.2	14.918	14.269	13.336	12.888	12.841	12.539	11.266	10.541	1.536	-0.017	-	2.056	
A0	B5	700.0	1.2	14.918	14.269	13.336	12.888	12.841	12.539	11.266	10.541	1.536	-0.017	-	2.056	
A0	M4	600.0	1.9	14.918	14.269	13.336	12.888	18.457	16.908	14.764	13.505	2.575	-0.315	-	2.056	
M4	A0	600.0	1.9	14.918	14.269	13.336	12.888	18.457	16.908	14.764	13.505	2.575	-0.315	-	2.056	
B8	K2	1200.0	1.7	14.918	14.269	13.336	12.888	17.939	16.829	14.974	13.892	2.21	-0.181	-	2.056	
K2	B8	1200.0	1.7	14.918	14.269	13.336	12.888	17.939	16.829	14.974	13.892	2.21	-0.181	-	2.056	
A0	A0	900.0	0.6	14.918	14.269	13.336	12.888	12.282	12.376	11.495	11.033	1.207	-0.131	-	2.056	
B8	M0	600.0	0.9	14.918	14.269	13.336	12.888	12.554	12.456	11.382	10.793	1.367	-0.075	-	2.056	
M0	B8	600.0	0.9	14.918	14.269	13.336	12.888	12.554	12.456	11.382	10.793	1.367	-0.075	-	2.056	
B8	K5	600.0	0.9	14.918	14.269	13.336	12.888	12.554	12.455	11.381	10.791	1.367	-0.074	-	2.058	
K5	B8	600.0	0.9	14.918	14.269	13.336	12.888	12.554	12.455	11.381	10.791	1.367	-0.074	-	2.058	
A0	K2	700.0	1.8	14.918	14.269	13.336	12.888	18.305	16.884	14.828	13.626	2.469	-0.285	-	2.058	
K2	A0	700.0	1.8	14.918	14.269	13.336	12.888	18.305	16.884	14.828	13.626	2.469	-0.285	-	2.058	
B8	K5	1200.0	1.7	14.918	14.269	13.336	12.888	17.94	16.831	14.978	13.897	2.209	-0.182	-	2.059	
K5	B8	1200.0	1.7	14.918	14.269	13.336	12.888	17.94	16.831	14.978	13.897	2.209	-0.182	-	2.059	
B8	M4	1100.0	0.5	14.918	14.269	13.336	12.888	11.926	12.307	11.643	11.299	0.967	-0.074	-	2.059	
M4	B8	1100.0	0.5	14.918	14.269	13.336	12.888	11.926	12.307	11.643	11.299	0.967	-0.074	-	2.059	
B8	M2	1100.0	0.5	14.918	14.269	13.336	12.888	11.926	12.307	11.642	11.298	0.967	-0.073	-	2.059	
M2	B8	1100.0	0.5	14.918	14.269	13.336	12.888	11.926	12.307	11.642	11.298	0.967	-0.073	-	2.059	
B5	A0	1100.0	0.9	14.918	14.269	13.336	12.888	12.365	12.432	11.459	10.918	1.229	0.003	A0V	2.06	
A0	B5	1100.0	0.9	14.918	14.269	13.336	12.888	12.365	12.432	11.459	10.918	1.229	0.003	A0V	2.06	
B8	M0	1200.0	1.7	14.918	14.269	13.336	12.888	17.94	16.832	14.979	13.899	2.208	-0.183	-	2.06	
M0	B8	1200.0	1.7	14.918	14.269	13.336	12.888	17.94	16.832	14.979	13.899	2.208	-0.183	-	2.06	
B8	M0	1100.0	0.5	14.918	14.269	13.336	12.888	11.926	12.307	11.642	11.297	0.968	-0.072	-	2.06	
M0	B8	1100.0	0.5	14.918	14.269	13.336	12.888	11.926	12.307	11.642	11.297	0.968	-0.072	-	2.06	
B8	K2	600.0	0.9	14.918	14.269	13.336	12.888	12.553	12.453	11.377	10.786	1.368	-0.073	-	2.06	
K2	B8	600.0	0.9	14.918	14.269	13.336	12.888	12.553	12.453	11.377	10.786	1.368	-0.073	-	2.06	
B8	M2	1200.0	1.7	14.918	14.269	13.336	12.888	17.94	16.832	14.98	13.9	2.208	-0.183	-	2.06	
M2	B8	1200.0	1.7	14.918	14.269	13.336	12.888	17.94	16.832	14.98	13.9	2.208	-0.183	-	2.06	
B8	M4	1200.0	1.7	14.918	14.269	13.336	12.888	17.94	16.832	14.981	13.901	2.208	-0.184	-	2.061	
M4	B8	1200.0	1.7	14.918	14.269	13.336	12.888	17.94	16.832	14.981	13.901	2.208	-0.184	-	2.061	
B8	K5	1100.0	0.5	14.918	14.269	13.336	12.888	11.926	12.306	11.64	11.294	0.968	-0.072	-	2.061	
K5	B8	1100.0	0.5	14.918	14.269	13.336	12.888	11.926	12.306	11.64	11.294	0.968	-0.072	-	2.061	
F5	G0	1200.0	0.7	14.918	14.269	13.336	12.888	17.236	16.631	15.259	14.537	1.789	-0.335	-	2.063	
G0	F5	1200.0	0.7	14.918	14.269	13.336	12.888	17.236	16.631	15.259	14.537	1.789	-0.335	-	2.063	
B5	A0	600.0	1.3	14.918	14.269	13.336	12.888	12.992	12.565	11.193	10.407	1.64	-0.028	-	2.063	
A0	B5	600.0	1.3	14.918	14.269	13.336	12.888	12.992	12.565	11.193	10.407	1.64	-0.028	-	2.063	
A0	K5	700.0	1.8	14.918	14.269	13.336	12.888	18.307	16.889	14.835	13.635	2.467	-0.286	-	2.063	
K5	A0	700.0	1.8	14.918	14.269	13.336	12.888	18.307	16.889	14.835	13.635	2.467	-0.286	-	2.063	
B8	K2	1100.0	0.5	14.918	14.269	13.336	12.888	11.925	12.304	11.637	11.29	0.969	-0.07	-	2.064	
K2	B8	1100.0	0.5	14.918	14.269	13.336	12.888	11.925	12.304	11.637	11.29	0.969	-0.07	-	2.064	
B8	G0	900.0	1.9	14.918	14.269	13.336	12.888	18.278	16.901	14.852	13.641	2.433	-0.224	-	2.065	
G0	B8	900.0	1.9	14.918	14.269	13.336	12.888	18.278	16.901	14.852	13.641	2.433	-0.224	-	2.065	
A0	M0	700.0	1.8	14.918	14.269	13.336	12.888	18.307	16.89	14.838	13.639	2.466	-0.288	-	2.066	
M0	A0	700.0	1.8	14.918	14.269	13.336	12.888	18.307	16.89	14.838	13.639	2.466	-0.288	-	2.066	
F0	M0	900.0	1.0	14.918	14.269	13.336	12.888	17.438	16.696	15.184	14.359	1.904	-0.281	-	2.066	
M0	F0	900.0	1.0	14.918	14.269	13.336	12.888	17.438	16.696	15.184	14.359	1.904	-0.281	-	2.066	
B5	F0	1200.0	0.8	14.918	14.269	13.336	12.888	12.163	12.382	11.534	11.066	1.103	0.012	A2V	2.066	
F0	B5	1200.0	0.8	14.918	14.269	13.336	12.888	12.163	12.382	11.534	11.066	1.103	0.012	A2V	2.066	
A0	M2	700.0	1.8	14.918	14.269	13.336	12.888	18.308	16.891	14.84	13.642	2.466	-0.289	-	2.067	
M2	A0	700.0	1.8	14.918	14.269	13.336	12.888	18.308	16.891	14.84	13.642	2.466	-0.289	-	2.067	
B8	G0	700.0	0.8	14.918	14.269	13.336	12.888	12.397	12.414	11.432	10.898	1.272	-0.065	-	2.067	
G0	B8	700.0	0.8	14.918	14.269	13.336	12.888	12.397	12.414	11.432	10.898	1.272	-0.065	-	2.067	
A0	M4	700.0	1.8	14.918	14.269	13.336	12.888	18.308	16.891	14.84	13.643	2.465	-0.29	-	2.068	
M4	A0	700.0	1.8	14.918	14.269	13.336	12.888	18.308	16.891	14.84	13.643	2.465	-0.29	-	2.068	
A0	K2	1100.0	1.5	14.918	14.269	13.336	12.888	17.834	16.804	15.03	14.014	2.143	-0.22	-	2.068	
K2	A0	1100.0	1.5	14.918	14.269	13.336	12.888	17.834	16.804	15.03	14.014	2.143	-0.22	-	2.068	
F0	F0	600.0	1.5	14.918	14.269	13.336	12.888	18.227	16.849	14.867	13.743	2.434	-0.38	-	2.069	
B8	G0	600.0	0.9	14.918	14.269	13.336	12.888	12.549	12.443	11.361	10.766	1.373	-0.069	-	2.073	
G0	B8	600.0	0.9	14.918	14.269	13.336	12.888	12.549	12.443	11.361	10.766	1.373	-0.069	-	2.073	
A0	K5	1100.0	1.5	14.918	14.269	13.336	12.888	17.836	16.808	15.037	14.023	2.141	-0.221	-	2.073	
K5	A0	1100.0	1.5	14.918	14.269	13.336	12.888	17.836	16.808	15.037	14.023	2.141	-0.221	-	2.073	
F5	M0	1200.0	0.6	14.918	14.269	13.336	12.888	17.032	16.601	15.36	14.713	1.644	-0.304	-	2.074	
M0	F5	1200.0	0.6	14.918	14.269	13.336	12.888	17.032	16.601	15.36	14.713	1.644	-0.304	-	2.074	
B8	F0	800.0	2.0	14.918	14.269	13.336	12.888	18.47	16.942	14.787	13.508	2.558	-0.255	-	2.074	
F0	B8	800.0	2.0	14.918	14.269	13.336	12.888	18.47	16.942	14.787	13.508	2.558	-0.255	-	2.074	
F0	M2	900.0	1.0	14.918	14.269	13.336	12.888	17.44	16.701	15.195	14.374	1.901	-0.286	-	2.075	
M2	F0	900.0	1.0	14.918	14.269	13.336	12.888	17.44	16.701	15.195	14.374	1.901	-0.286	-	2.075	
G0	K5	900.0	0.5	14.918	14.269	13.336	12.888	17.183	16.616	15.295	14.616	1.758	-0.378	-	2.075	
K5	G0	900.0	0.5	14.918	14.269	13.336	12.888	17.183	16.616	15.295	14.616	1.758	-0.378	-	2.075	
A0	M0	1100.0	1.5	14.918	14.269	13.336	12.888	17.837	16.81	15.04	14.027	2.14	-0.222	-	2.076	
M0	A0	1100.0	1.5	14.918	14.269	13.336	12.888	17.837	16.81	15.04	14.027	2.14	-0.222	-	2.076	
F0	M4	900.0	1.0	14.918	14.269	13.336	12.888	17.44	16.702	15.197	14.378	1.901	-0.288	-	2.077	
M4	F0	900.0	1.0	14.918	14.269	13.336	12.888	17.44	16.702	15.197	14.378	1.901	-0.288	-	2.077	
B8	G0	1100.0	0.5	14.918	14.269	13.336	12.888	11.92	12.294	11.621	11.269	0.973	-0.066	-	2.077	
G0	B8	1100.0	0.5	14.918	14.269	13.336	12.888	11.92	12.294	11.621	11.269	0.973	-0.066	-	2.077	
A0	M2	1100.0	1.5	14.918	14.269	13.336	12.888	17.837	16.811	15.042	14.03	2.14	-0.223	-	2.077	
M2	A0	1100.0	1.5	14.918	14.269	13.336	12.888	17.837	16.811	15.042	14.03	2.14	-0.223	-	2.077	
A0	M4	1100.0	1.5	14.918	14.269	13.336	12.888	17.837	16.811	15.043	14.031	2.14	-0.224	-	2.078	
M4	A0	1100.0	1.5	14.918	14.269	13.336	12.888	17.837	16.811	15.043	14.031	2.14	-0.224	-	2.078	
B8	K2	900.0	1.9	14.918	14.269	13.336	12.888	18.283	16.911	14.868	13.662	2.428	-0.227	-	2.078	
K2	B8	900.0	1.9	14.918	14.269	13.336	12.888	18.283	16.911	14.868	13.662	2.428	-0.227	-	2.078	
G0	G0	900.0	0.7	14.918	14.269	13.336	12.888	17.452	16.672	15.189	14.412	1.935	-0.408	-	2.079	
A0	G0	1300.0	1.4	14.918	14.269	13.336	12.888	17.701	16.788	15.1	14.138	2.045	-0.198	-	2.079	
G0	A0	1300.0	1.4	14.918	14.269	13.336	12.888	17.701	16.788	15.1	14.138	2.045	-0.198	-	2.079	
F5	K5	900.0	0.8	14.918	14.269	13.336	12.888	17.364	16.677	15.23	14.457	1.858	-0.322	-	2.079	
K5	F5	900.0	0.8	14.918	14.269	13.336	12.888	17.364	16.677	15.23	14.457	1.858	-0.322	-	2.079	
F0	F0	700.0	1.4	14.918	14.269	13.336	12.888	18.079	16.83	14.942	13.879	2.326	-0.358	-	2.08	
B8	K5	900.0	1.9	14.918	14.269	13.336	12.888	18.283	16.913	14.872	13.667	2.427	-0.228	-	2.081	
K5	B8	900.0	1.9	14.918	14.269	13.336	12.888	18.283	16.913	14.872	13.667	2.427	-0.228	-	2.081	
B8	M0	900.0	1.9	14.918	14.269	13.336	12.888	18.284	16.914	14.873	13.669	2.426	-0.228	-	2.082	
M0	B8	900.0	1.9	14.918	14.269	13.336	12.888	18.284	16.914	14.873	13.669	2.426	-0.228	-	2.082	
B8	M2	900.0	1.9	14.918	14.269	13.336	12.888	18.284	16.914	14.874	13.671	2.426	-0.229	-	2.083	
M2	B8	900.0	1.9	14.918	14.269	13.336	12.888	18.284	16.914	14.874	13.671	2.426	-0.229	-	2.083	
B8	M4	900.0	1.9	14.918	14.269	13.336	12.888	18.284	16.914	14.874	13.671	2.426	-0.229	-	2.083	
M4	B8	900.0	1.9	14.918	14.269	13.336	12.888	18.284	16.914	14.874	13.671	2.426	-0.229	-	2.083	
F0	F0	1100.0	1.1	14.918	14.269	13.336	12.888	17.608	16.743	15.142	14.263	2.006	-0.303	-	2.086	
F5	M2	1200.0	0.6	14.918	14.269	13.336	12.888	17.035	16.611	15.378	14.738	1.639	-0.311	-	2.088	
M2	F5	1200.0	0.6	14.918	14.269	13.336	12.888	17.035	16.611	15.378	14.738	1.639	-0.311	-	2.088	
F0	F5	1300.0	0.9	14.918	14.269	13.336	12.888	17.364	16.692	15.244	14.464	1.845	-0.292	-	2.088	
F5	F0	1300.0	0.9	14.918	14.269	13.336	12.888	17.364	16.692	15.244	14.464	1.845	-0.292	-	2.088	
B8	B8	1100.0	2.0	14.918	14.269	13.336	12.888	18.451	16.949	14.816	13.551	2.536	-0.255	-	2.089	
B8	M4	800.0	0.7	14.918	14.269	13.336	12.888	12.207	12.351	11.48	11.015	1.165	-0.07	-	2.09	
M4	B8	800.0	0.7	14.918	14.269	13.336	12.888	12.207	12.351	11.48	11.015	1.165	-0.07	-	2.09	
B8	M2	800.0	0.7	14.918	14.269	13.336	12.888	12.207	12.351	11.48	11.014	1.165	-0.07	-	2.09	
M2	B8	800.0	0.7	14.918	14.269	13.336	12.888	12.207	12.351	11.48	11.014	1.165	-0.07	-	2.09	
A0	A0	1000.0	1.8	14.918	14.269	13.336	12.888	18.33	16.913	14.862	13.665	2.465	-0.29	-	2.09	
B8	M0	800.0	0.7	14.918	14.269	13.336	12.888	12.207	12.35	11.479	11.013	1.165	-0.069	-	2.09	
M0	B8	800.0	0.7	14.918	14.269	13.336	12.888	12.207	12.35	11.479	11.013	1.165	-0.069	-	2.09	
F0	K2	800.0	1.1	14.918	14.269	13.336	12.888	17.644	16.757	15.134	14.238	2.024	-0.295	-	2.091	
